mean_lbp,var_lbp,H,S,V,0,1,2,3,4,Area,Perimeter,Aspect Ratio,Extent,Solidity,label
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,17.928571428571427,199.56883980546678,1.8780042767906344,0.015909776232824625,0.04178740506043472,apple
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,20.857142857142858,192.81568564687456,1.636705333035833,0.02664917785939745,0.056790395278800185,apple
7.751953125,1.9228477478027344,3,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,36.642857142857146,136.78246636050088,1.5173140479592095,0.05636965557504365,0.1355292672694856,apple
7.752685546875,1.9239429831504822,1,7,1,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,15.353658536585366,58.60671807643844,1.2565031164972438,0.07203838479714747,0.2103016881333231,apple
7.75274658203125,1.9240342043340206,1,7,5,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,11.903846153846153,84.36522006988525,1.1983147819115663,0.0471915584423305,0.17088032790194768,apple
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,183.44736842105263,100.75443421539508,1.1470527271146465,0.10866812055808273,0.226672844856808,apple
7.751953125,1.9228477478027344,1,7,5,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,42.421875,108.01698775216937,1.0988291941861144,0.04218405133678448,0.1364951411508279,apple
7.75225830078125,1.9233042262494564,0,0,6,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,16.18421052631579,65.98253524303436,1.5259485965626316,0.10651396702392932,0.23146708943246852,apple
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,33.375,285.1033336520195,2.557170152855994,0.02216192809319403,0.05064053387302943,apple
7.751953125,1.9228477478027344,1,7,1,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,14.777777777777779,77.95473705839228,2.022963907055473,0.04280304540150315,0.12983476289598514,apple
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,21.954545454545453,151.93236761743373,1.5840157540023847,0.08251441419135136,0.1834473764879996,apple
7.751953125,1.9228477478027344,1,4,6,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,12.91044776119403,77.83875550796736,1.4929910784888685,0.0506583290687095,0.1470750275011417,apple
7.751953125,1.9228477478027344,1,7,2,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,16.98404255319149,65.87006999457137,1.4812003470276378,0.09219905218238095,0.2581001006709703,apple
7.751953125,1.9228477478027344,1,7,2,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,17.931818181818183,85.4482346095822,1.432139487137162,0.07055950603279929,0.1982277846611378,apple
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,20.807692307692307,132.1211386002027,11.332584078692072,0.0991970352538717,0.24817903210981104,apple
7.751953125,1.9228477478027344,1,7,5,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,11728.0,405.6467500925064,1.008130081300813,0.7689483346446367,0.9920067667582999,apple
7.7520751953125,1.923030361533165,1,2,6,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,60.74193548387097,80.16945413620242,1.383667543678667,0.06960729907560664,0.19606992146242572,apple
7.751953125,1.9228477478027344,3,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,13.5,107.70032543227786,2.3318818810746405,0.060447712349449935,0.13186955979919507,apple
7.751953125,1.9228477478027344,1,7,5,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,35.35,97.53513845602671,1.0901278694610308,0.055534254197514746,0.14422670280707284,apple
7.751953125,1.9228477478027344,0,0,7,0.031005859374810756,0.0,0.9689941406190857,0.0,0.0,26.5,97.56960318769727,1.3891866415785203,0.07715805622511362,0.24250240527018563,apple
