mean_lbp,var_lbp
7.735555555555556,2.0456246913580247
7.860779985283297,1.1129209515935246
7.843660968660969,1.2277660844879505
7.83751298026999,1.2765315094369118
7.843566001899335,1.227641414684585
7.783960573476702,1.6856746364383808
7.739791666666667,2.052083289930556
7.735625,2.045730859375
7.735625,2.045730859375
7.773864191499756,1.7698200948926415
7.783296337402886,1.6875012318289826
7.774589371980676,1.7620402903218277
7.85051085568327,1.173757721146522
7.818071895424836,1.4226211190140547
7.802882082925728,1.546553511643009
7.851468422420514,1.1704793043610822
7.875041040120822,1.0555652438997911
7.8001265772714685,1.5601059924430494
7.809207739019913,1.4912074079107327
7.788133333333334,1.6504458488888887
7.7882669055082845,1.6587069381658388
7.859375,1.2047681487008426
7.77858892699657,1.7403450936353502
7.820663997225463,1.4047966962896379
7.866146560828535,1.057509959373669
7.859756345177665,1.141204813728774
7.81653372008702,1.4834850531724966
7.847130394857667,1.2121910307474113
7.884133333333334,1.2403082488888888
7.849010302118301,1.2463767841281532
7.806524981357196,1.52479709650494
7.85125,1.2224567708333336
7.825360849337946,1.3666143723524697
7.786709914964495,1.678974771903972
7.86604298013694,1.053711675733889
7.774,1.7758470769230768
7.862292122748396,1.112599316592325
7.850522235382793,1.174059972774674
7.740833333333334,2.053665972222222
7.7375694444444445,2.0486996479552464
7.849260752688172,1.2007319803951326
7.832421227197346,1.312796293546089
7.809178743961352,1.811026861770403
7.838990360223237,1.263294566624477
7.84731182795699,1.19819169846225
7.832230623818526,1.3607948352814634
7.836504192872117,1.2814714271312668
7.819033579033579,1.4279554951869449
7.843702107279693,1.2330661794591606
7.773913043478261,1.7610586011342155
7.838863521055302,1.2631268667108897
7.838100605889813,1.3032235587103562
7.845752984389348,1.2103905946306708
7.825795795795796,1.3651784207631052
7.849589277993947,1.1810514958124052
7.735763888888889,2.0459431664737653
7.851195614640884,1.1809175104227576
7.857396449704142,1.1236878960820702
7.857061143984221,1.1232568463600325
7.809518791710572,1.48788269783795
7.818386243386243,1.4330217344139302
7.785244444444444,1.6783244958024686
7.850622050622051,1.1781152286686394
7.808258258258259,1.5336555248942634
7.830146198830409,1.3507695692691766
7.858307733151287,1.1134614363049729
7.848142054024407,1.203937655948448
7.847711188748544,1.1951186079792637
7.735694444444444,2.0458370177469134
7.8097531607465385,1.4870557771551653
7.828801169590643,1.348965814267638
7.735833333333333,2.0460493055555555
7.899463857941367,1.173359536119129
7.867357889635118,1.0611466369222793
7.786645612452064,1.664157324668884
7.865559016960886,1.0910983462054715
7.860520094562648,1.096384599478005
7.794968345264203,1.6000773017248366
7.865270823850706,1.0596814582884881
7.800569800569801,1.6069512422788776
7.864831944640588,1.0768962399398565
7.849015748031496,1.1868494249488495
7.7951730200591385,1.6002580077049124
7.8655188294894955,1.0794455477642728
7.794813394070167,1.5997509301746309
7.851282666027331,1.2342964847127196
7.856386578036062,1.1282825607433074
7.8443741209564,1.220998588584846
7.81166014930679,1.501321559581492
7.781016708140775,1.7039126527602977
7.810725886174269,1.493302551750468
7.8319004524886875,1.3283488769681207
7.820730158730159,1.4023067684555302
7.9376475127087875,0.5012978063990423
7.939232773719509,0.48353447907283525
7.853758169934641,1.1559009088384806
7.822253433208489,1.3906595912023199
7.8675329566854995,1.132697303527793
7.821243686868687,1.3983807764752958
7.7363888888888885,2.046898070987654
7.839529914529915,1.298394650814523
7.992248572683355,1.3550343378602818
7.856067527308838,1.1309219735929918
7.855022354694486,1.138802644805782
7.871177347242921,1.1593808791291778
7.865063885682442,1.1393769284107584
7.859674074074074,1.1142938196982168
7.861165125600222,1.119083542676788
7.855286133820145,1.1573061706077923
7.855638350720318,1.1395968726871952
7.855022354694486,1.138802644805782
7.856486088444852,1.1284106433104288
7.857585692995529,1.142102665905593
7.857063248815826,1.1291531316521766
7.854315973881191,1.1661069496906866
7.855912061794415,1.1328334373054934
7.855260804769001,1.1391101778825117
7.857780612244898,1.1175287477873805
7.859552797008037,1.1546996647345578
7.855479384003974,1.1393919833057307
7.85415719228868,1.1483195936791162
7.788501291989664,1.6476455574918711
7.857580947070772,1.11906923679657
7.855022354694486,1.138802644805782
7.855022354694486,1.138802644805782
7.856745811164933,1.1255117480617436
7.851124485270827,1.1688401989475097
7.855310049893086,1.1372971775682792
7.855022354694486,1.138802644805782
7.863338886244645,1.1383323073360279
7.85468253968254,1.1421368039808513
7.867634567901234,1.1244250713976525
7.857829888712241,1.139684320823676
7.862304143800206,1.1318192992089482
7.801748348562161,1.5623734315491296
7.859318518518519,1.1138383503978053
7.85817776539426,1.1305850168411313
7.858548148148148,1.112850632866941
7.855062096373572,1.1388539082155755
7.862202545655783,1.1467166603745773
7.85625434674615,1.1403903416664014
7.869547938400397,1.1573290057744385
7.8584098765432095,1.1126732245938118
7.855325914149444,1.1364620956877574
7.853903079493913,1.1474310538673367
7.864321208507255,1.1253400232413142
7.863676027288593,1.138761482857008
7.855022354694486,1.138802644805782
7.858844444444444,1.1132306646913577
7.735972222222222,2.0462615547839507
7.858378870673953,1.141244635739502
7.971806446503524,1.2739338793819004
7.8593975308641975,1.1139395876482245
7.814566666666667,1.4505811455555555
7.857171176528893,1.1498843954185882
7.800977443609023,1.553247164904743
7.815566666666666,1.4519510122222223
7.859883236030025,1.118458558986216
7.856025722451572,1.132851909150994
7.857730034549859,1.1670631765527533
7.871872826626925,1.1602550618199785
7.848879893644463,1.186123564299387
7.856936072335025,1.1242225920426956
7.860993835602862,1.1260857023464919
7.853226863714916,1.153179057584759
7.814433333333334,1.4503983455555558
7.851183877098511,1.16891727122564
7.854926898847022,1.1432828099420886
7.855022354694486,1.138802644805782
7.8584098765432095,1.1126732245938118
7.8584098765432095,1.1126732245938118
7.858014904074837,1.1164344928807697
7.857282171715162,1.1294345908802577
7.859693827160494,1.1143191161347357
7.6835,2.4345277500000004
7.858333333333333,1.16969246031746
7.856681205392546,1.1265453694247167
7.865162727779104,1.1274781763524855
7.8581956141744795,1.1223712555536232
7.857238950658806,1.1217076775205546
7.862646766169155,1.1304674224895424
7.858038904327114,1.115535812698442
7.855325914149444,1.1364620956877574
7.857777777777778,1.1175506172839502
7.850011941724385,1.1831400762844315
7.76355,1.8532413974999995
7.858797814207651,1.1436585646847408
7.8494149432822775,1.1998840866575213
7.860745156482861,1.146152052789506
7.858488888888889,1.1127746054320986
7.86012916045703,1.1453641164522013
7.854748603351955,1.1430527508969561
7.839267676767677,1.260705524308744
7.855325914149444,1.1364620956877574
7.855062096373572,1.1388539082155753
7.6832,2.43403776
7.855230854518096,1.1371950583716701
7.855062096373572,1.1388539082155753
7.864007936507937,1.1769426666036782
7.856910084451068,1.1412341682688951
7.88880987654321,1.1507577440999845
7.816969696969697,1.446499908172635
7.851124485270827,1.1688401989475097
7.6839,2.4351807900000004
7.855022354694486,1.138802644805782
7.6832,2.43403776
7.862623172282263,1.1597075499906995
7.855022354694486,1.138802644805782
7.8579587142318905,1.1170469029733499
7.860088888888889,1.1148248809876542
7.8588076740130015,1.1174517573661928
7.857659303988559,1.1216825554660341
7.858528395061728,1.1128252911690293
7.791055655604151,1.630598328177645
7.858962962962963,1.1133826282578874
7.863493640699523,1.1469264272250599
7.8586753174382045,1.1312234492124484
7.857540123947243,1.121529432880773
7.86319012345679,1.1187842922481328
7.860654761904762,1.1183805236678008
7.818137254901961,1.422710255670896
7.897771203155819,0.807557162642142
7.897761341222879,0.8075452842648678
7.930917159763314,0.8463814073386785
7.897840236686391,0.8076403058366305
7.847176522899066,1.2036347580793283
7.9032741617357,0.8141549603383015
7.898777120315581,0.8087677353345079
7.852534765006161,1.1900565040281483
7.9090335305719925,0.8209953184023278
7.888871473354232,0.8783063463938505
7.897869822485207,0.8076759357165367
7.886062452399086,0.8985186160540011
7.849421965317919,1.2065614711226826
7.897810650887574,0.8076046742060851
7.885939887926643,0.8999296693361054
7.943481262327416,0.8605235810098464
7.7375694444444445,2.0486996479552464
7.848354824366385,1.2051718154069169
7.897761341222879,0.8075452842648678
7.87784023668639,0.966349181576275
7.8978895463510845,0.8076996879972302
7.889759320434167,0.8697724290955269
7.900138067061144,0.8104023478013922
7.878093009651945,0.9603946084887193
7.889908256880734,0.8686137530510902
7.780694444444444,2.1125995177469132
7.8995475113122176,0.7935292070186933
7.897751479289941,0.807533405693078
7.898382642998028,0.808293242144494
7.899526627218935,0.8096684149714644
7.906269453090262,1.2772972879997455
7.89785009861933,0.8076521826577812
7.848265895953757,1.2050559079565228
7.898698224852071,0.8086728615944819
7.901706114398422,0.8122811128422983
7.847665629168519,1.2042731189653784
7.889908256880734,0.8686137530510902
7.8488216985326815,1.2057800700316195
7.8476433970653625,1.2042441129410613
7.897988165680474,0.8078184377297712
7.866140506891952,1.2280353933302897
7.8928254437869825,0.9847710109502469
7.914330309812699,0.6796615287797484
7.89785009861933,0.8076521826577812
7.897800788954635,0.8075927966068724
7.897751479289941,0.807533405693078
7.887245657568238,0.8893211977168756
7.896441793500617,0.8216286390431018
7.89810650887574,0.8079609117327823
7.898471400394477,0.808400030247151
7.898688362919132,0.8086610015016594
7.897909270216963,0.8077234394998621
7.901538461538461,0.777997633136095
7.900569120616853,0.7855605352902674
7.897751479289941,0.807533405693078
7.897771203155819,0.807557162642142
7.897751479289941,0.807533405693078
7.897751479289941,0.807533405693078
7.897919132149902,0.807735314959405
7.897810650887574,0.8076046742060851
7.897761341222879,0.8075452842648678
7.897751479289941,0.807533405693078
7.740069444444444,2.0525055507330245
7.8959476180655805,0.8220561704877266
7.898727810650888,0.8087084407058576
7.89792899408284,0.807747190224432
7.897761341222879,0.8075452842648678
7.897919132149902,0.8077353149594048
7.876923076923077,0.9694674556213018
7.8929689221952835,0.8447929708216947
7.900387382401771,0.7869782672010619
7.76185,1.8507345774999997
7.8874103388572845,0.8880408573454945
7.890639481000926,0.862924428876839
7.881960032849713,0.9303863033574586
7.8865761689291105,0.8945256831123213
7.897751479289941,0.807533405693078
7.89785009861933,0.8076521826577812
7.834112607441835,1.322510770756023
7.89785009861933,0.8076521826577812
7.898368298368299,0.8027246102770582
7.898777120315581,0.8087677353345081
7.904029701318205,0.7586271788274931
7.913224852071006,0.8259316121634397
7.897751479289941,0.807533405693078
7.832769520851819,1.3141202578820241
7.897751479289941,0.807533405693078
7.889318885448916,0.8733057756638206
7.89792899408284,0.8077471902244321
7.882570422535212,0.9257687992118475
7.897435897435898,0.8099934253780406
7.889609467455621,0.8709381906795977
7.901873767258382,0.8124816960968534
7.76355,1.8532413974999995
7.908607121778477,0.8195540897938604
7.849044019564251,1.2060695618684143
7.917366863905325,0.8307753151150171
7.905758835758836,0.8369190187628855
7.940207100591716,0.8568685961625991
7.907416853703326,0.8317160574103004
7.881720430107527,0.9337353362327347
7.896751012145749,0.8159692011629431
7.897790927021696,0.8075809188131444
7.898807692307693,0.799644732248521
7.903677462887989,0.7616059094650881
7.897800788954635,0.8075927966068726
7.898165680473372,0.808032138230454
7.846687416629613,1.2029959187433927
7.899863680623175,0.8054352297130352
7.897751479289941,0.807533405693078
7.897751479289941,0.807533405693078
7.897666600751434,0.8083730405158922
7.897676488036385,0.808384951302042
7.7664,1.8574310399999996
7.897686375321337,0.8083968618926752
7.89764682618153,0.8083492183570414
