Area,Perimeter,Aspect Ratio,Extent,Solidity
64.5375,90.35587384104728,1.4151167889844358,0.13025127483409898,0.3178053592568894
11.833333333333334,62.57906710545222,1.3038156908569491,0.07362591731163216,0.18812646035734548
26.50287356321839,81.31845991227819,1.1934076597321934,0.06868278938351796,0.22167424964750057
19.817972350230416,78.39307231507543,1.2647322558545013,0.07409515389738597,0.24315785066695675
33.077669902912625,97.68736997970099,0.8293529337142955,0.06526721599098541,0.17184965502589208
26.0,74.80252592459969,1.0344985556589974,0.0727854613594467,0.23001470416433908
24.776041666666668,75.91622162237763,0.873553386461043,0.0798384100515523,0.22838275656316898
43.924528301886795,107.76942345556223,1.1300116063544126,0.11140592054279168,0.2885570733079596
26.58974358974359,79.56171709910417,1.0027766909234683,0.06579883883294989,0.17693315754421832
13.176258992805755,58.81577632238539,1.0835015156642889,0.0898808277838076,0.24337102651660728
21.303030303030305,69.54354069269064,0.8633044140803374,0.09342757268295193,0.24069145508206347
11.753246753246753,74.47257669095869,1.095201683222314,0.14226847864235997,0.34030532580939754
17.262081784386616,65.84843670878712,0.8736340169109023,0.08834478366655393,0.211944363524934
93.475,99.0368135035038,1.3683203558511907,0.093719758734459,0.23873545197765797
13.066176470588236,58.197364807128906,1.3039889302540688,0.13291088713743818,0.3406777838380307
25.44736842105263,84.80407114823659,0.9679996631537704,0.08483280426119667,0.23113991716950036
53.688976377952756,81.24160192472728,0.9441525645792433,0.12560527583789416,0.3042319784383975
24.28525641025641,64.64271908922073,0.9005586297782807,0.09465992510281056,0.2513932158534632
26.908396946564885,75.53982483521672,1.1934419837416534,0.08243313957883149,0.25339224825130136
20.90566037735849,71.34169934268267,0.7871724131243012,0.09552749148468516,0.24679894123302265
12.246031746031745,58.87253994411893,1.1857968876081535,0.10253265584934855,0.2691008288870656
13.753846153846155,77.9579323896995,1.2343959551397803,0.049938067725652784,0.1609842207194857
10.804054054054054,49.673747539520264,1.3944960203888777,0.1456487947702491,0.3548078883907005
23.110119047619047,80.60534556210041,0.9116828647019294,0.09091965098560666,0.2338181226958097
30.96511627906977,81.0853770880208,0.9870906514442906,0.08269403585353251,0.21485561971743353
25.2183908045977,88.33653017638744,1.0728219709143125,0.07694116767123113,0.20989752588966198
28.18359375,93.92977939266711,1.0787587594767065,0.08042392510231139,0.2255567326234385
14.34375,66.00304126441479,1.4493543440608476,0.10837357621200502,0.2436528226950491
17.10560344827586,61.593797853280755,1.1844185162473597,0.11535706842632276,0.2736726587467259
10.257575757575758,59.46073656973213,1.315651949514686,0.07029799241396169,0.2317634433262919
21.835106382978722,66.48177682465695,0.9747622830099463,0.08914174202544448,0.2302750240917454
23.34325396825397,72.56482635083653,1.5579845846985554,0.12872417559592078,0.3136467498811012
24.757309941520468,84.14708854998761,0.8462521132196861,0.08376462732601873,0.21968001242101046
38.28,116.61893681287765,1.2045261289391536,0.09241825887743944,0.20952858059153723
28.485887096774192,87.66634885534164,1.0315364831143334,0.10173837261850834,0.26184430316747404
10.927631578947368,48.52630859770273,1.2684589715433372,0.1427933245706943,0.3665024670666724
21.610576923076923,39.439624004868364,1.2265351529069142,0.24875403081374478,0.49181133344785083
96.46491228070175,116.55388242320011,1.4153673026587459,0.15632340378870274,0.2830615681313111
24.355263157894736,74.21350075696644,1.3179794123215178,0.08848511238354956,0.20090844897514315
21.703125,57.967709962278605,1.5300759157839663,0.1333060372063763,0.24183366027714465
25.404651162790696,69.80751221734424,0.9998764748864964,0.14658045802296743,0.3266177404039901
48.791666666666664,98.76809043851163,1.4575975378209831,0.08453783141811985,0.23898623610174818
15.482608695652173,42.373564425758694,1.2293722370007296,0.14334760525098597,0.2993577727369608
29.43465909090909,75.63461431928657,1.247475196817349,0.07078756745685025,0.23486103479796566
33.58024691358025,78.37552800100036,1.1639578941003297,0.07828717419646555,0.25236563217107494
24.62874251497006,69.06129312158345,0.9962633658450086,0.10946269355919724,0.26914597607393514
23.208333333333332,95.97176362077396,2.3487992316083472,0.0734788575794389,0.2026019131696019
